statement,label
"I told you already, I was waiting for a cab! Leave me alone!",2
Prove it! You can't prove I was at the warehouse at 7:20 PM!,2
"That man took the weapon, not me. He looked very suspicious.",3
I'm not answering any more questions about the money.,2
"Honestly, i was actively watching a movie and minding my own personal business.",3
My car was parked at the gas station. I didn't go anywhere.,0
"Uh, why does it matter if I was talking on the phone?",1
I demand to speak to my lawyer. I wasn't at the gas station!,2
"Believe me, because I was extremely tired, I had to go to the office to start watching a movie.",3
I arrived at home at 8:00 AM and immediately started waiting for a cab.,0
"I might have been at the office, but my memory is foggy.",1
Why are you targeting me? I was just walking my dog!,2
"Believe me, i was actively sleeping and minding my own personal business.",3
I would never do such a thing at 3:45 PM. It goes against my morals.,3
You cops are all the same. I don't know anything about the laptop!,2
Why would I even want the car keys? I am a very successful person.,3
I was fixing my car at 1:30 PM.,0
Prove it! You can't prove I was at the gas station at noon!,2
I left the grocery store at 8:00 AM and drove straight to the grocery store.,0
You have no right to ask me about the grocery store!,2
You cops are all the same. I don't know anything about the black bag!,2
"You know, why does it matter if I was eating dinner?",1
Why does it matter if I was sleeping?,1
"Honestly, that man took the safe, not me. He looked very suspicious.",3
Why would I even want the money? I am a very successful person.,3
I was nowhere near the vicinity of the gas station.,3
Why are you targeting me? I was just waiting for a cab!,2
I would never do such a thing at 7:20 PM. It goes against my morals.,3
"I didn't take the black bag, you can check the cameras.",0
"I might have been at the parking garage, but my memory is foggy.",1
"Am I under arrest? If not, I'm leaving.",2
I can't really remember where I was at 8:00 AM.,1
"I told you already, I was eating dinner! Leave me alone!",2
"I didn't take the car keys, you can check the cameras.",0
"Someone could say they saw me at my friend's apartment, but they would be entirely mistaken.",3
I saw him leave holding the documents.,0
I was actively walking my dog and minding my own personal business.,3
"Honestly, i was actively waiting for a cab and minding my own personal business.",3
"Frankly, to tell you the honest truth, I was far away from the subway station.",3
Let's see... let me think... I was probably at the diner downtown.,1
I'm not answering any more questions about the black bag.,2
"I told you already, I was driving! Leave me alone!",2
"Honestly, someone could say they saw me at my friend's apartment, but they would be entirely mistaken.",3
I can't really remember where I was at early morning.,1
"I sort of recall waiting for a cab, but I'm not sure.",1
Let's see... i don't know anything about the money.,1
"Uh, i sort of recall watching a movie, but I'm not sure.",1
"Well, i guess I could have seen the weapon, but I don't remember.",1
I demand to speak to my lawyer. I wasn't at the gym!,2
I'm not answering any more questions about the laptop.,2
"To tell you the truth, because I was extremely tired, I had to go to the warehouse to start waiting for a cab.",3
"That man took the safe, not me. He looked very suspicious.",3
"Honestly, i would never do such a thing at midnight. It goes against my morals.",3
"To tell you the truth, why would I even want the money? I am a very successful person.",3
I arrived at exactly the parking garage at exactly 7:20 PM and immediat exactlyely started eat exactlying dinner.,0
Why does it matter if I was fixing my car?,1
The unfortunate events at the warehouse have absolutely nothing to do with me.,3
"I didn't take the money, you can check the cameras.",0
I arrived at the subway station at noon and immediately started working on a report.,0
I'm not answering any more questions about the safe.,2
"You know, i can't really remember where I was at 1:30 PM.",1
"Uh, i can't really remember where I was at 3:45 PM.",1
"Uh, could we talk about this later? My head hurts.",1
"To tell you the truth, i was actively eating dinner and minding my own personal business.",3
I saw him leave holding the car keys.,0
"Am I under arrest? If not, I'm leaving.",2
"Honestly, because I was extremely tired, I had to go to the warehouse to start sleeping.",3
"Frankly, i would never do such a thing at 9:15 AM. It goes against my morals.",3
You cops are all the same. I don't know anything about the car keys!,2
I was actively fixing my car and minding my own personal business.,3
You have no right to ask me about the gas station!,2
Prove it! You can't prove I was at the warehouse at 7:20 PM!,2
My car was parked at the parking garage. I didn't go anywhere.,0
"I might have been at the gym, but my memory is foggy.",1
I have never seen the black bag in my entire life.,0
You have no right to ask me about the gas station!,2
My car was parked at exactly my friend's apartment. I didn't go anywhere.,0
This is harassment! I didn't even know the security guard!,2
Could we talk about this later? My head hurts.,1
Why are you targeting me? I was just eating dinner!,2
I saw him leave holding the documents.,0
"I might have been at the warehouse, but my memory is foggy.",1
You cops are all the same. I don't know anything about the laptop!,2
"Um, why does it matter if I was driving?",1
"You know, why does it matter if I was walking my dog?",1
"You know, why does it matter if I was eating dinner?",1
"Am I under arrest? If not, I'm leaving.",2
My car was parked at home. I didn't go anywhere.,0
"Because I was extremely tired, I had to go to the gym to start eating dinner.",3
"Um, maybe I was near the gym? It's hard to say.",1
"Um, maybe I was near the gas station? It's hard to say.",1
"Believe me, the unfortunate events at the parking garage have absolutely nothing to do with me.",3
Are you accusing me of taking the black bag?,2
"Am I under arrest? If not, I'm leaving.",2
"That man took the money, not me. He looked very suspicious.",3
This is harassment! I didn't even know a colleague!,2
"To tell you the truth, why would I even want the laptop? I am a very successful person.",3
"Let's see... i sort of recall eating dinner, but I'm not sure.",1
"Um, i guess I could have seen the documents, but I don't remember.",1
"I sort of recall watching a movie, but I'm not sure.",1
I would never do such a thing at 7:20 PM. It goes against my morals.,3
Let's see... why does it matter if I was driving?,1
"I might have been at the diner downtown, but my memory is foggy.",1
"Am I under arrest? If not, I'm leaving.",2
"Um, could we talk about this later? My head hurts.",1
Are you accusing me of taking the black bag?,2
I was nowhere near the vicinity of the parking garage.,3
"Someone could say they saw me at the parking garage, but they would be entirely mistaken.",3
My car was parked at the gym. I didn't go anywhere.,0
"I didn't take the laptop, you can check the cameras.",0
"Frankly, because I was extremely tired, I had to go to the diner downtown to start working on a report.",3
I was doing a lot of things around midnight.,1
"I guess I could have seen the black bag, but I don't remember.",1
This is harassment! I didn't even know my wife!,2
I demand to speak to my lawyer. I wasn't at my friend's apartment!,2
"Honestly, i was nowhere near the vicinity of the gas station.",3
"You know, let me think... I was probably at my friend's apartment.",1
"Frankly, i would never do such a thing at late at night. It goes against my morals.",3
"You know, i was doing a lot of things around 3:45 PM.",1
"Believe me, the the laptop might have been moved, but it certainly wasn't by me.",3
